CostumerID,WorkerID,ComplaintID,Date,Reason,DealtWith
586,78,7,01/12/1952,Broken window,YES
587,0,56605,20/05/1993,Unhappy costumer,YES
588,888,2191,14/02/1985,Lights are out,YES
589,673,4,29/02/1956,Wants to extend renting period,YES
590,69,60,28/03/1950,Flat tire,NO
591,7539,39743,28/02/1965,Battery died,YES
592,5,96881,03/05/1972,Wants to rent a car,YES
593,13064,2943,04/03/1982,Problem with insurance,YES
594,772,1,16/07/1985,Flat tire,YES
595,365,9,01/11/1979,Wants to update data,NO
596,0,927,17/07/1960,Lights are out,NO
597,637,755,26/06/1951,Wants to rent a car,YES
598,5199,1033,01/08/1995,Broken window,NO
599,81,17581,24/10/1989,Lights are out,NO
600,368,5630,11/11/1985,Broken window,NO
601,614,9,03/09/1978,Unhappy costumer,YES
602,4,4806,28/05/1972,Battery died,NO
603,483,54865,31/12/1982,Battery died,NO
604,4,4608,13/02/1958,Broken window,NO
605,410,6862,19/12/1987,Battery died,YES
606,9401,2882,20/10/1996,Battery died,YES
607,75486,8,03/03/1966,Complaint about a worker,NO
608,6,7,21/09/1979,Problem with insurance,NO
609,3,30,28/10/1981,Flat tire,NO
610,37,9719,27/04/1961,Lights are out,NO
611,4810,944,06/04/1959,Brakes are broken,YES
612,244,6,04/10/1980,Brakes are broken,YES
613,22062,219,15/12/1997,Car died,YES
614,2388,108,19/10/1995,Flat tire,NO
615,439,1193,19/06/1977,Battery died,NO
616,21,46,17/04/1964,Unhappy costumer,NO
617,61,10958,29/06/1972,Wants to update data,NO
618,5,70,07/03/1973,Wants to rent a car,YES
619,1,443,05/10/1984,Broken window,YES
620,6618,71909,09/01/1996,Battery died,NO
621,8129,2,14/06/1950,Wants to rent a car,NO
622,128,78,07/10/1998,Flat tire,YES
623,46964,3848,10/11/1964,Complaint about a worker,YES
624,5,6,18/08/1954,Lights are out,NO
625,7328,265,23/03/1996,Car died,NO
626,26191,281,19/02/1956,Brakes are broken,YES
627,526,2930,19/03/1950,Broken window,YES
628,42,1,22/06/1953,Battery died,NO
629,95,4410,16/11/1969,Broken window,NO
630,29,1,18/05/1952,Weird noises,NO
631,226,68251,11/10/1952,Weird noises,NO
632,1907,9515,18/10/1988,Wants to update data,NO
633,92,97,19/06/1986,Problem with insurance,YES
634,8649,9,26/09/1984,Flat tire,NO
635,80874,1376,27/12/1989,Unhappy costumer,NO
636,53,3,07/05/1989,Weird noises,NO
637,324,44,19/11/1972,Lights are out,NO
638,319,15181,10/11/1984,Wants to extend renting period,YES
639,35,9375,13/07/1964,Wants to update data,NO
640,98124,7,20/12/2000,Battery died,YES
641,22,719,19/07/1981,Weird noises,NO
642,3,13616,18/05/1996,Car died,NO
643,332,16,10/11/1983,Wants to rent a car,YES
644,79,96,28/08/1965,Weird noises,YES
645,8,2751,07/08/1977,Lights are out,NO
646,3492,9720,19/10/1997,Wants to extend renting period,NO
647,65841,31615,02/06/1982,Lights are out,NO
648,2020,7025,05/10/1971,Weird noises,NO
649,6,3680,06/12/1963,Wants to rent a car,NO
650,61437,772,21/11/1953,Car died,YES
651,2,68,02/01/1995,Wants to update data,YES
652,133,3667,12/01/1982,Weird noises,YES
653,6,83940,02/09/1990,Wants to rent a car,YES
654,4,51144,17/08/1957,Battery died,NO
655,1,7780,26/08/1974,Problem with insurance,YES
656,9652,62241,08/07/1983,Broken window,YES
657,7,6212,15/12/1960,Weird noises,YES
658,4,76294,13/03/1991,Flat tire,NO
659,4,270,24/02/1975,Brakes are broken,NO
660,5,52,22/06/1968,Broken window,NO
661,55,7,27/01/1995,Battery died,YES
662,4,7193,06/10/1984,Problem with insurance,YES
663,37674,2,23/12/1969,Wants to rent a car,YES
664,5,46839,01/01/1991,Wants to extend renting period,NO
665,71133,2,23/11/1972,Brakes are broken,YES
666,1340,57869,11/09/1994,Flat tire,NO
667,30,11,23/01/1955,Unhappy costumer,YES
668,379,84,04/07/2000,Flat tire,NO
669,0,329,31/10/1977,Lights are out,YES
670,4,5239,28/01/1966,Brakes are broken,NO
671,8,8402,09/12/1955,Battery died,NO
672,48,0,05/10/1967,Flat tire,NO
673,408,2215,18/10/1991,Flat tire,NO
674,0,6,10/06/1952,Unhappy costumer,YES
675,31,5071,08/05/1989,Broken window,YES
676,50,57440,08/02/1988,Battery died,NO
677,95569,4,15/09/1993,Problem with insurance,NO
678,94605,2328,17/12/1979,Complaint about a worker,YES
679,98415,583,25/06/1996,Problem with insurance,NO
680,603,3518,18/04/1977,Wants to extend renting period,NO
681,30685,0,20/01/1971,Weird noises,NO
682,2,5431,02/05/1988,Battery died,YES
683,516,527,02/08/1963,Unhappy costumer,NO
684,9,858,23/06/1958,Problem with insurance,YES
685,9,76948,25/03/1968,Flat tire,NO
686,4,8677,02/02/1957,Wants to update data,NO
687,5923,96,26/11/1970,Unhappy costumer,YES
688,82,146,13/05/1980,Car died,YES
689,6083,363,01/06/1963,Complaint about a worker,YES
690,753,859,25/02/1963,Lights are out,YES
691,0,489,21/10/1999,Broken window,NO
692,0,924,13/03/1966,Flat tire,NO
693,249,7,20/03/1980,Battery died,NO
694,9116,1,13/09/1953,Wants to rent a car,YES
695,0,99,10/02/1978,Unhappy costumer,NO
696,7,91,13/11/1996,Wants to update data,YES
697,2,9,21/03/1987,Flat tire,NO
698,9,4536,01/10/1984,Weird noises,YES
699,6,685,19/12/1994,Wants to rent a car,NO
700,79824,0,11/11/1963,Weird noises,YES
701,88,513,16/10/1986,Problem with insurance,NO
702,7247,50,11/04/1983,Unhappy costumer,NO
703,37531,6,26/01/1985,Brakes are broken,NO
704,171,4,01/10/1987,Wants to extend renting period,NO
705,66,5527,08/02/1989,Flat tire,YES
706,26,99,17/10/1988,Wants to extend renting period,NO
707,919,2015,05/02/1960,Unhappy costumer,YES
708,1,3843,20/01/1990,Problem with insurance,YES
709,9,30,02/04/1989,Problem with insurance,NO
710,21752,84520,17/06/1952,Broken window,YES
711,34,79707,08/11/1996,Brakes are broken,YES
712,4436,901,30/12/1971,Brakes are broken,NO
713,465,14746,08/06/1956,Wants to update data,NO
714,929,40,04/01/1996,Lights are out,NO
715,6,91831,07/10/1985,Wants to extend renting period,NO
716,11,332,17/01/1965,Complaint about a worker,NO
717,761,77,07/04/1960,Lights are out,NO
718,88889,56976,12/08/1997,Complaint about a worker,NO
719,88,8779,04/10/1968,Lights are out,YES
720,7313,2535,02/05/1964,Complaint about a worker,NO
721,79,536,15/11/1984,Battery died,NO
722,757,9355,09/08/1968,Wants to update data,NO
723,5250,246,20/03/1985,Wants to update data,YES
724,5115,40499,13/09/1991,Flat tire,YES
725,75868,2,24/07/1958,Weird noises,NO
726,1602,318,23/08/1974,Broken window,NO
727,15337,92,18/09/1977,Car died,YES
728,89,19951,17/07/1951,Unhappy costumer,NO
729,518,148,22/01/1977,Flat tire,NO
730,25,212,16/05/1986,Weird noises,YES
731,37,7,17/09/1962,Broken window,YES
732,906,18,07/05/1964,Weird noises,NO
733,6,1,16/03/1983,Weird noises,YES
734,46,1757,28/01/1990,Flat tire,YES
735,452,9,20/01/1983,Problem with insurance,NO
736,99,1525,01/05/1977,Problem with insurance,YES
737,5,241,29/03/1995,Lights are out,YES
738,6422,62637,18/11/1974,Complaint about a worker,NO
739,47469,3936,18/08/1951,Wants to update data,YES
740,2,4007,24/05/1965,Wants to extend renting period,YES
741,8730,4,13/10/1973,Car died,YES
742,54506,34821,07/05/1961,Flat tire,YES
743,34845,690,19/08/1980,Complaint about a worker,NO
744,0,14,01/06/1974,Problem with insurance,NO
745,1,26,19/10/1989,Wants to extend renting period,NO
746,8,126,06/12/1997,Wants to extend renting period,YES
747,9,302,22/09/1977,Wants to update data,NO
748,696,36158,21/01/1950,Brakes are broken,YES
749,89,25663,24/12/1999,Weird noises,YES
750,6981,22498,28/04/1978,Wants to extend renting period,NO
751,46696,8451,02/11/1967,Unhappy costumer,YES
752,939,937,27/11/1967,Weird noises,NO
753,109,9433,16/04/1973,Lights are out,NO
754,883,7,12/03/1972,Lights are out,NO
755,9729,0,26/05/1957,Broken window,YES
756,87912,1,07/05/1955,Unhappy costumer,NO
757,18,3455,07/05/1983,Lights are out,YES
758,10,47754,07/02/1958,Flat tire,NO
759,8,750,14/10/1997,Complaint about a worker,YES
760,46981,14844,04/05/1967,Brakes are broken,NO
761,346,80214,31/08/1994,Unhappy costumer,YES
762,38,1,20/09/1960,Flat tire,YES
763,511,8,28/06/1989,Wants to update data,YES
764,31587,21730,08/04/1968,Flat tire,NO
765,64921,410,06/01/1977,Complaint about a worker,NO
766,9236,18,13/06/1961,Wants to rent a car,YES
767,77469,61393,03/12/1985,Complaint about a worker,NO
768,4,0,27/12/1989,Flat tire,NO
769,75,781,20/10/1973,Wants to rent a car,YES
770,3,2,18/12/1990,Broken window,NO
771,60,15,21/10/1968,Wants to update data,NO
772,1734,35,23/04/1957,Unhappy costumer,NO
773,1121,45,12/03/2000,Broken window,YES
774,7,4310,05/05/1967,Problem with insurance,YES
775,9577,353,01/09/1982,Battery died,YES
776,43066,92020,14/03/1985,Complaint about a worker,NO
777,58091,53563,08/05/1952,Weird noises,YES
778,1,56,09/07/1984,Wants to extend renting period,YES
779,684,177,10/04/1974,Wants to rent a car,YES
780,34791,632,03/06/1992,Brakes are broken,NO
781,5,16,03/09/1965,Car died,YES
782,70086,37061,30/10/1974,Lights are out,NO
783,3244,7803,28/02/1982,Weird noises,YES
784,9395,6,09/10/1970,Problem with insurance,YES
785,49640,2,07/04/1998,Flat tire,NO
786,79,23,30/11/1971,Weird noises,YES
787,66511,1463,17/02/1986,Wants to rent a car,YES
788,1,7016,21/12/1960,Lights are out,NO
789,520,1609,27/03/1973,Car died,NO
790,37,4,24/12/1959,Flat tire,YES
791,85,22991,17/07/1953,Battery died,YES
792,5,284,02/01/1996,Weird noises,YES
793,103,91,07/02/1952,Unhappy costumer,NO
794,2885,95425,06/11/1965,Broken window,YES
795,5029,41,01/05/1997,Problem with insurance,NO
796,4,22286,22/08/1950,Unhappy costumer,NO
797,92,2607,21/03/1965,Wants to update data,YES
798,72596,27,16/01/1968,Wants to rent a car,YES
799,5,76417,27/11/1968,Wants to update data,YES
800,517,96170,11/02/1964,Wants to rent a car,YES
801,99,60,06/04/1961,Flat tire,NO
802,2984,49,29/06/1958,Brakes are broken,NO
803,3944,8,08/08/1953,Complaint about a worker,NO
804,7594,689,08/03/1992,Broken window,YES
805,7180,655,01/11/1994,Brakes are broken,NO
806,331,5512,24/09/1953,Problem with insurance,YES
807,472,55704,16/04/1962,Battery died,NO
808,6267,29,01/10/1950,Battery died,YES
809,68308,2,27/08/1973,Brakes are broken,YES
810,77,9148,19/08/1998,Complaint about a worker,YES
811,9321,75746,02/01/1961,Wants to update data,YES
812,54,8130,23/10/1978,Wants to rent a car,NO
813,7183,15093,31/08/1956,Car died,YES
814,44935,485,12/06/1959,Wants to extend renting period,NO
815,54969,556,23/03/1962,Wants to rent a car,NO
816,36515,26625,10/02/1954,Lights are out,NO
817,6215,6,26/06/1986,Flat tire,NO
818,696,76,31/07/1967,Lights are out,NO
819,30557,58313,01/01/1978,Car died,NO
820,885,849,19/11/1958,Wants to update data,NO
821,85,47,10/11/1960,Wants to rent a car,NO
822,2,62,23/01/1987,Complaint about a worker,YES
823,742,14754,22/05/1975,Problem with insurance,YES
824,0,9015,23/09/1971,Wants to update data,NO
825,8,51965,01/11/1959,Brakes are broken,YES
826,692,7,16/11/1962,Problem with insurance,NO
827,33,757,26/03/1954,Broken window,YES
828,69,763,01/10/1964,Wants to rent a car,YES
829,61001,504,22/06/1954,Problem with insurance,YES
830,7,39,02/06/1957,Lights are out,YES
831,276,32845,09/12/1983,Weird noises,NO
832,47092,40,14/01/1977,Flat tire,YES
833,6408,36,22/12/1971,Brakes are broken,YES
834,534,23415,14/09/1966,Problem with insurance,YES
835,57,5,13/05/1986,Car died,NO
836,1094,9422,01/10/1974,Car died,NO
837,9,6627,23/11/1970,Complaint about a worker,NO
838,8419,2,03/10/1996,Complaint about a worker,NO
839,8086,339,03/08/1950,Wants to rent a car,YES
840,33297,51,24/12/2000,Complaint about a worker,NO
841,135,8,04/10/1979,Wants to rent a car,NO
842,12,2155,28/04/1990,Unhappy costumer,YES
843,47,69951,05/05/1955,Unhappy costumer,YES
844,87996,670,19/11/1999,Complaint about a worker,NO
845,721,72,14/11/1992,Weird noises,YES
846,782,9282,03/05/1997,Wants to rent a car,NO
847,12225,6,12/11/1952,Wants to extend renting period,NO
848,43021,9365,02/07/1994,Unhappy costumer,YES
849,7,43,12/09/1956,Lights are out,NO
850,635,2,09/10/1998,Wants to update data,NO
851,6381,33420,10/09/1978,Weird noises,NO
852,676,6,08/08/1959,Flat tire,NO
853,4,93,14/04/1990,Brakes are broken,YES
854,5373,1,02/02/1967,Wants to update data,YES
855,8327,9,11/05/1998,Problem with insurance,NO
856,75,59071,08/04/1987,Wants to rent a car,NO
857,8,23,06/03/1995,Wants to rent a car,NO
858,8421,7795,16/04/1977,Wants to update data,NO
859,129,547,02/03/1975,Broken window,NO
860,584,690,22/09/1978,Battery died,YES
861,71,310,28/06/1990,Wants to update data,NO
862,6,1056,27/11/1990,Wants to rent a car,YES
863,50537,6408,15/12/1998,Wants to update data,YES
864,2,66,07/06/1961,Brakes are broken,YES
865,87255,86934,30/03/1980,Battery died,YES
866,1,606,31/07/1981,Wants to rent a car,NO
867,0,22540,23/04/1989,Weird noises,NO
868,843,95104,13/03/1996,Weird noises,YES
869,74716,751,29/03/1997,Flat tire,YES
870,19,3034,19/06/1973,Wants to rent a car,YES
871,48230,14,10/12/1977,Wants to extend renting period,NO
872,87987,0,11/12/1956,Car died,YES
873,9089,80619,17/09/1960,Car died,NO
874,129,94,09/02/1974,Unhappy costumer,NO
875,5,9012,13/01/1950,Wants to extend renting period,YES
876,4023,153,05/02/1985,Unhappy costumer,YES
877,79,232,16/11/1983,Complaint about a worker,YES
878,8,82,24/11/1990,Car died,NO
879,427,4,22/12/1998,Car died,YES
880,4783,8903,26/12/1961,Brakes are broken,NO
881,8971,77,09/06/1952,Wants to rent a car,YES
882,37279,6,30/01/1959,Wants to extend renting period,YES
883,904,0,28/03/2000,Flat tire,NO
884,5396,2,23/01/1961,Problem with insurance,YES
885,5,52,15/03/1988,Complaint about a worker,YES
886,4664,28,05/08/1956,Weird noises,YES
887,2,9,28/01/1976,Complaint about a worker,NO
888,53691,3,06/11/1954,Weird noises,NO
889,2414,27605,08/08/1974,Wants to update data,NO
890,695,67170,19/01/1978,Complaint about a worker,NO
891,756,5708,06/09/1980,Unhappy costumer,NO
892,52470,94,07/07/1957,Lights are out,YES
893,2,58,12/01/1953,Wants to update data,YES
894,71230,74,23/07/1987,Car died,YES
895,85,36443,04/03/1966,Weird noises,NO
896,59882,3726,09/06/1961,Battery died,NO
897,223,57,29/10/1987,Lights are out,YES
898,98,1419,06/03/1997,Problem with insurance,YES
899,719,49,02/10/1987,Car died,NO
900,53019,940,22/09/1998,Brakes are broken,YES
901,3,4381,01/05/1985,Car died,YES
902,46,91213,10/05/1972,Flat tire,NO
903,9,68,24/04/1975,Weird noises,YES
904,5,20602,27/01/1998,Wants to rent a car,YES
905,56,6077,02/10/1958,Problem with insurance,NO
906,7,49066,04/10/1951,Flat tire,YES
907,95137,89500,17/07/1978,Lights are out,YES
908,61,7108,23/09/1955,Weird noises,YES
909,8,267,19/04/1954,Wants to rent a car,YES
910,57686,39,04/06/1989,Wants to update data,NO
911,51451,23,21/05/2000,Brakes are broken,NO
912,1,1,12/09/1967,Complaint about a worker,YES
913,6,9,07/06/1989,Wants to rent a car,NO
914,3,315,09/05/1987,Broken window,NO
915,362,5,01/05/1965,Lights are out,NO
916,516,4664,06/09/1997,Flat tire,YES
917,747,83269,18/03/1963,Weird noises,YES
918,47986,407,12/07/1971,Weird noises,NO
919,4533,171,03/01/1978,Wants to rent a car,YES
920,49,6563,01/02/1951,Flat tire,NO
921,0,7061,16/11/1965,Complaint about a worker,NO
922,2,7,26/10/1968,Brakes are broken,NO
923,660,2,03/12/1997,Problem with insurance,YES
924,52104,8256,15/07/1968,Car died,YES
925,324,21,08/01/1953,Car died,YES
926,78,708,10/09/2000,Wants to rent a car,NO
927,307,41,27/03/1979,Wants to rent a car,NO
928,7,7,27/12/1977,Car died,NO
929,8,3468,20/09/1956,Problem with insurance,NO
930,56203,27,07/04/2000,Wants to extend renting period,YES
931,2392,74,15/09/1950,Lights are out,NO
932,49,59,14/03/1952,Lights are out,NO
933,44318,3623,14/12/1960,Battery died,NO
934,769,9717,06/11/1995,Problem with insurance,NO
935,39745,8,24/08/1950,Lights are out,NO
936,34743,7175,26/10/1974,Lights are out,NO
937,4996,859,09/01/1975,Wants to rent a car,NO
938,9,26,03/10/1988,Broken window,NO
939,80738,9272,15/11/1976,Unhappy costumer,NO
940,7365,13,10/08/1981,Wants to rent a car,YES
941,8,7189,23/12/1981,Flat tire,NO
942,42655,516,01/05/1999,Weird noises,NO
943,22,5,26/02/1990,Weird noises,NO
944,97776,2144,15/06/1952,Wants to extend renting period,YES
945,72107,64,25/10/1992,Brakes are broken,NO
946,840,56,08/01/1964,Wants to rent a car,NO
947,8037,57175,11/07/1972,Lights are out,YES
948,5,82,06/08/1995,Brakes are broken,NO
949,895,42203,07/12/1988,Unhappy costumer,YES
950,11835,2,18/10/1980,Unhappy costumer,YES
951,7703,9,16/11/1979,Flat tire,NO
952,855,97,17/09/1970,Wants to update data,YES
953,40556,1918,11/04/1997,Problem with insurance,YES
954,63763,40,28/04/1959,Car died,YES
955,506,6892,18/08/1982,Complaint about a worker,NO
956,67,9,14/10/1965,Broken window,NO
957,9647,9,12/09/1951,Wants to extend renting period,NO
958,9,34181,07/05/1997,Brakes are broken,YES
959,255,1107,06/01/1953,Complaint about a worker,YES
960,44,2,27/01/1995,Weird noises,YES
961,1267,2,14/03/1979,Battery died,YES
962,8,8498,22/11/1967,Brakes are broken,NO
963,302,3,24/06/1961,Weird noises,NO
964,1938,4096,19/02/1962,Problem with insurance,NO
965,8,555,19/09/2000,Wants to rent a car,NO
966,2,18,22/02/1983,Battery died,NO
967,2,119,26/09/1989,Lights are out,YES
968,70385,1843,10/04/1992,Flat tire,NO
969,226,680,07/05/1980,Problem with insurance,NO
970,46,4991,09/04/1996,Wants to extend renting period,NO
971,6,3220,07/01/1989,Wants to update data,NO
972,77451,8079,14/10/1952,Wants to update data,NO
973,447,248,25/12/1978,Problem with insurance,YES
974,2,850,01/05/1953,Battery died,NO
975,2,96172,19/07/1973,Lights are out,NO
976,5,10,21/10/1991,Wants to rent a car,YES
977,3484,28,03/12/1998,Brakes are broken,YES
978,954,607,21/04/1978,Problem with insurance,YES
979,28099,89,02/10/1977,Lights are out,NO
980,75949,8,23/05/1991,Unhappy costumer,YES
981,46198,72,08/06/1969,Car died,NO
982,17,40,12/10/1960,Wants to rent a car,YES
983,8896,653,25/12/1973,Problem with insurance,YES
984,1116,8,20/05/1964,Car died,NO
985,15,9,03/01/1981,Wants to rent a car,YES
986,3681,78423,09/12/1972,Broken window,NO
987,88,5,23/09/1965,Flat tire,NO
988,8305,3,20/07/1963,Wants to extend renting period,NO
989,1,466,01/09/1995,Unhappy costumer,YES
990,18257,7,14/12/1958,Battery died,NO
991,0,1804,14/08/1991,Brakes are broken,NO
992,60754,5055,25/05/1952,Battery died,YES
993,5668,143,27/02/1958,Wants to rent a car,NO
994,256,74924,24/08/1987,Broken window,YES
995,5586,81781,03/01/1994,Problem with insurance,YES
996,14924,9,26/02/1999,Broken window,NO
997,2,19,03/08/1960,Lights are out,NO
998,9876,80,01/03/1959,Wants to rent a car,NO
999,120,72669,30/03/1989,Problem with insurance,YES
1000,34692,5,25/11/1965,Broken window,NO
1001,4,12074,01/06/1957,Wants to update data,NO
1002,113,96085,24/08/1980,Flat tire,YES
1003,88857,7470,27/02/1980,Weird noises,NO
1004,6,22113,03/07/1993,Wants to extend renting period,NO
1005,9,944,19/09/1976,Unhappy costumer,YES
