COMPLAINT_ID,WorkerID,COSTUMER_ID,Date,Reason,DealtWith
593,13064,27,04/03/1982,Problem with insurance,NO
594,772,10,16/07/1985,Flat tire,NO
595,365,79,01/11/1979,Wants to update data,NO
596,0,1,17/07/1960,Lights are out,NO
597,637,23,26/06/1951,Wants to rent a car,NO
598,5199,79,01/08/1995,Broken window,NO
599,81,33,24/10/1989,Lights are out,NO
600,368,21,11/11/1985,Broken window,NO
601,614,63,03/09/1978,Unhappy costumer,NO
602,4,54,28/05/1972,Battery died,NO
603,483,48,31/12/1982,Battery died,NO
604,4,63,13/02/1958,Broken window,NO
605,410,69,19/12/1987,Battery died,NO
606,9401,30,20/10/1996,Battery died,NO
607,75486,47,03/03/1966,Complaint about a worker,NO
608,6,41,21/09/1979,Problem with insurance,NO
609,3,87,28/10/1981,Flat tire,NO
610,37,33,27/04/1961,Lights are out,NO
611,4810,42,06/04/1959,Brakes are broken,NO
612,244,2,04/10/1980,Brakes are broken,NO
613,22062,74,15/12/1997,Car died,NO
614,2388,56,19/10/1995,Flat tire,NO
615,439,23,19/06/1977,Battery died,NO
616,21,23,17/04/1964,Unhappy costumer,NO
617,61,63,29/06/1972,Wants to update data,NO
618,5,32,07/03/1973,Wants to rent a car,NO
619,1,55,05/10/1984,Broken window,NO
620,6618,89,09/01/1996,Battery died,NO
621,8129,52,14/06/1950,Wants to rent a car,NO
622,128,100,07/10/1998,Flat tire,NO
623,46964,63,10/11/1964,Complaint about a worker,NO
624,5,22,18/08/1954,Lights are out,NO
625,7328,7,23/03/1996,Car died,NO
626,26191,6,19/02/1956,Brakes are broken,NO
627,526,53,19/03/1950,Broken window,NO
628,42,5,22/06/1953,Battery died,NO
629,95,98,16/11/1969,Broken window,NO
630,29,100,18/05/1952,Weird noises,NO
631,226,85,11/10/1952,Weird noises,NO
632,1907,65,18/10/1988,Wants to update data,NO
633,92,5,19/06/1986,Problem with insurance,NO
634,8649,91,26/09/1984,Flat tire,NO
635,80874,98,27/12/1989,Unhappy costumer,NO
636,53,87,07/05/1989,Weird noises,NO
637,324,95,19/11/1972,Lights are out,NO
638,319,39,10/11/1984,Wants to extend renting period,NO
639,35,5,13/07/1964,Wants to update data,NO
640,98124,23,20/12/2000,Battery died,NO
641,22,76,19/07/1981,Weird noises,NO
642,3,32,18/05/1996,Car died,NO
643,332,23,10/11/1983,Wants to rent a car,NO
644,79,57,28/08/1965,Weird noises,NO
645,8,76,07/08/1977,Lights are out,NO
646,3492,58,19/10/1997,Wants to extend renting period,NO
647,65841,93,02/06/1982,Lights are out,NO
648,2020,94,05/10/1971,Weird noises,NO
649,6,44,06/12/1963,Wants to rent a car,NO
650,61437,64,21/11/1953,Car died,NO
651,2,64,02/01/1995,Wants to update data,NO
652,133,21,12/01/1982,Weird noises,NO
653,6,65,02/09/1990,Wants to rent a car,NO
654,4,25,17/08/1957,Battery died,NO
655,1,66,26/08/1974,Problem with insurance,NO
656,9652,55,08/07/1983,Broken window,NO
657,7,20,15/12/1960,Weird noises,NO
658,4,29,13/03/1991,Flat tire,NO
659,4,74,24/02/1975,Brakes are broken,NO
660,5,1,22/06/1968,Broken window,NO
661,55,47,27/01/1995,Battery died,NO
662,4,48,06/10/1984,Problem with insurance,NO
663,37674,54,23/12/1969,Wants to rent a car,NO
664,5,63,01/01/1991,Wants to extend renting period,NO
665,71133,66,23/11/1972,Brakes are broken,NO
666,1340,60,11/09/1994,Flat tire,NO
667,30,70,23/01/1955,Unhappy costumer,NO
668,379,62,04/07/2000,Flat tire,NO
669,0,78,31/10/1977,Lights are out,NO
670,4,12,28/01/1966,Brakes are broken,NO
671,8,40,09/12/1955,Battery died,NO
672,48,84,05/10/1967,Flat tire,NO
673,408,50,18/10/1991,Flat tire,NO
674,0,6,10/06/1952,Unhappy costumer,NO
675,31,79,08/05/1989,Broken window,NO
676,50,33,08/02/1988,Battery died,NO
677,95569,24,15/09/1993,Problem with insurance,NO
678,94605,9,17/12/1979,Complaint about a worker,NO
679,98415,79,25/06/1996,Problem with insurance,NO
680,603,35,18/04/1977,Wants to extend renting period,NO
681,30685,93,20/01/1971,Weird noises,NO
682,2,28,02/05/1988,Battery died,NO
683,516,42,02/08/1963,Unhappy costumer,NO
684,9,23,23/06/1958,Problem with insurance,NO
685,9,7,25/03/1968,Flat tire,NO
686,4,57,02/02/1957,Wants to update data,NO
687,5923,98,26/11/1970,Unhappy costumer,NO
688,82,2,13/05/1980,Car died,NO
689,6083,36,01/06/1963,Complaint about a worker,NO
690,753,47,25/02/1963,Lights are out,NO
691,0,92,21/10/1999,Broken window,NO
692,0,22,13/03/1966,Flat tire,NO
693,249,6,20/03/1980,Battery died,NO
694,9116,100,13/09/1953,Wants to rent a car,NO
695,0,97,10/02/1978,Unhappy costumer,NO
696,7,83,13/11/1996,Wants to update data,NO
697,2,33,21/03/1987,Flat tire,NO
698,9,72,01/10/1984,Weird noises,NO
699,6,99,19/12/1994,Wants to rent a car,NO
700,79824,9,11/11/1963,Weird noises,NO
701,88,39,16/10/1986,Problem with insurance,NO
702,7247,70,11/04/1983,Unhappy costumer,NO
703,37531,37,26/01/1985,Brakes are broken,NO
704,171,52,01/10/1987,Wants to extend renting period,NO
705,66,70,08/02/1989,Flat tire,NO
706,26,21,17/10/1988,Wants to extend renting period,NO
707,919,67,05/02/1960,Unhappy costumer,NO
708,1,45,20/01/1990,Problem with insurance,NO
709,9,88,02/04/1989,Problem with insurance,NO
710,21752,53,17/06/1952,Broken window,NO
711,34,63,08/11/1996,Brakes are broken,NO
712,4436,98,30/12/1971,Brakes are broken,NO
713,465,67,08/06/1956,Wants to update data,NO
714,929,7,04/01/1996,Lights are out,NO
715,6,52,07/10/1985,Wants to extend renting period,NO
716,11,3,17/01/1965,Complaint about a worker,NO
717,761,89,07/04/1960,Lights are out,NO
718,88889,72,12/08/1997,Complaint about a worker,NO
719,88,99,04/10/1968,Lights are out,NO
720,7313,66,02/05/1964,Complaint about a worker,NO
721,79,89,15/11/1984,Battery died,NO
722,757,74,09/08/1968,Wants to update data,NO
723,5250,45,20/03/1985,Wants to update data,NO
724,5115,3,13/09/1991,Flat tire,NO
725,75868,67,24/07/1958,Weird noises,NO
726,1602,32,23/08/1974,Broken window,NO
727,15337,73,18/09/1977,Car died,NO
728,89,30,17/07/1951,Unhappy costumer,NO
729,518,24,22/01/1977,Flat tire,NO
730,25,80,16/05/1986,Weird noises,NO
731,37,86,17/09/1962,Broken window,NO
732,906,66,07/05/1964,Weird noises,NO
733,6,58,16/03/1983,Weird noises,NO
734,46,11,28/01/1990,Flat tire,NO
735,452,84,20/01/1983,Problem with insurance,NO
736,99,66,01/05/1977,Problem with insurance,NO
737,5,82,29/03/1995,Lights are out,NO
738,6422,18,18/11/1974,Complaint about a worker,NO
739,47469,19,18/08/1951,Wants to update data,NO
740,2,67,24/05/1965,Wants to extend renting period,NO
741,8730,89,13/10/1973,Car died,NO
742,54506,93,07/05/1961,Flat tire,NO
743,34845,40,19/08/1980,Complaint about a worker,NO
744,0,91,01/06/1974,Problem with insurance,NO
745,1,77,19/10/1989,Wants to extend renting period,NO
746,8,17,06/12/1997,Wants to extend renting period,NO
747,9,67,22/09/1977,Wants to update data,NO
748,696,14,21/01/1950,Brakes are broken,NO
749,89,76,24/12/1999,Weird noises,NO
750,6981,26,28/04/1978,Wants to extend renting period,NO
751,46696,42,02/11/1967,Unhappy costumer,NO
752,939,90,27/11/1967,Weird noises,NO
753,109,10,16/04/1973,Lights are out,NO
754,883,84,12/03/1972,Lights are out,NO
755,9729,60,26/05/1957,Broken window,NO
756,87912,34,07/05/1955,Unhappy costumer,NO
757,18,13,07/05/1983,Lights are out,NO
758,10,91,07/02/1958,Flat tire,NO
759,8,5,14/10/1997,Complaint about a worker,NO
760,46981,40,04/05/1967,Brakes are broken,NO
761,346,73,31/08/1994,Unhappy costumer,NO
762,38,73,20/09/1960,Flat tire,NO
763,511,2,28/06/1989,Wants to update data,NO
764,31587,86,08/04/1968,Flat tire,NO
765,64921,65,06/01/1977,Complaint about a worker,NO
766,9236,59,13/06/1961,Wants to rent a car,NO
767,77469,69,03/12/1985,Complaint about a worker,NO
768,4,92,27/12/1989,Flat tire,NO
769,75,98,20/10/1973,Wants to rent a car,NO
770,3,5,18/12/1990,Broken window,NO
771,60,79,21/10/1968,Wants to update data,NO
772,1734,31,23/04/1957,Unhappy costumer,NO
773,1121,6,12/03/2000,Broken window,NO
774,7,76,05/05/1967,Problem with insurance,NO
775,9577,100,01/09/1982,Battery died,NO
776,43066,79,14/03/1985,Complaint about a worker,NO
777,58091,77,08/05/1952,Weird noises,NO
778,1,40,09/07/1984,Wants to extend renting period,NO
779,684,67,10/04/1974,Wants to rent a car,NO
780,34791,47,03/06/1992,Brakes are broken,NO
781,5,70,03/09/1965,Car died,NO
782,70086,2,30/10/1974,Lights are out,NO
783,3244,3,28/02/1982,Weird noises,NO
784,9395,96,09/10/1970,Problem with insurance,NO
785,49640,74,07/04/1998,Flat tire,NO
786,79,44,30/11/1971,Weird noises,NO
787,66511,96,17/02/1986,Wants to rent a car,NO
788,1,77,21/12/1960,Lights are out,NO
789,520,24,27/03/1973,Car died,NO
790,37,99,24/12/1959,Flat tire,NO
791,85,24,17/07/1953,Battery died,NO
792,5,69,02/01/1996,Weird noises,NO
793,103,34,07/02/1952,Unhappy costumer,NO
794,2885,89,06/11/1965,Broken window,NO
795,5029,61,01/05/1997,Problem with insurance,NO
796,4,86,22/08/1950,Unhappy costumer,NO
797,92,54,21/03/1965,Wants to update data,NO
798,72596,68,16/01/1968,Wants to rent a car,NO
799,5,37,27/11/1968,Wants to update data,NO
800,517,88,11/02/1964,Wants to rent a car,NO
801,99,39,06/04/1961,Flat tire,NO
802,2984,27,29/06/1958,Brakes are broken,NO
803,3944,75,08/08/1953,Complaint about a worker,NO
804,7594,99,08/03/1992,Broken window,NO
805,7180,16,01/11/1994,Brakes are broken,NO
806,331,97,24/09/1953,Problem with insurance,NO
807,472,9,16/04/1962,Battery died,NO
808,6267,18,01/10/1950,Battery died,NO
809,68308,32,27/08/1973,Brakes are broken,NO
810,77,8,19/08/1998,Complaint about a worker,NO
811,9321,33,02/01/1961,Wants to update data,NO
812,54,27,23/10/1978,Wants to rent a car,NO
813,7183,97,31/08/1956,Car died,NO
814,44935,15,12/06/1959,Wants to extend renting period,NO
815,54969,71,23/03/1962,Wants to rent a car,NO
816,36515,34,10/02/1954,Lights are out,NO
817,6215,97,26/06/1986,Flat tire,NO
818,696,74,31/07/1967,Lights are out,NO
819,30557,66,01/01/1978,Car died,NO
820,885,44,19/11/1958,Wants to update data,NO
821,85,67,10/11/1960,Wants to rent a car,NO
822,2,78,23/01/1987,Complaint about a worker,NO
823,742,28,22/05/1975,Problem with insurance,NO
824,0,94,23/09/1971,Wants to update data,NO
825,8,4,01/11/1959,Brakes are broken,NO
826,692,36,16/11/1962,Problem with insurance,NO
827,33,17,26/03/1954,Broken window,NO
828,69,82,01/10/1964,Wants to rent a car,NO
829,61001,46,22/06/1954,Problem with insurance,NO
830,7,11,02/06/1957,Lights are out,NO
831,276,69,09/12/1983,Weird noises,NO
832,47092,15,14/01/1977,Flat tire,NO
833,6408,80,22/12/1971,Brakes are broken,NO
834,534,60,14/09/1966,Problem with insurance,NO
835,57,55,13/05/1986,Car died,NO
836,1094,10,01/10/1974,Car died,NO
837,9,73,23/11/1970,Complaint about a worker,NO
838,8419,9,03/10/1996,Complaint about a worker,NO
839,8086,47,03/08/1950,Wants to rent a car,NO
840,33297,43,24/12/2000,Complaint about a worker,NO
841,135,44,04/10/1979,Wants to rent a car,NO
842,12,98,28/04/1990,Unhappy costumer,NO
843,47,84,05/05/1955,Unhappy costumer,NO
844,87996,85,19/11/1999,Complaint about a worker,NO
845,721,92,14/11/1992,Weird noises,NO
846,782,83,03/05/1997,Wants to rent a car,NO
847,12225,30,12/11/1952,Wants to extend renting period,NO
848,43021,31,02/07/1994,Unhappy costumer,NO
849,7,6,12/09/1956,Lights are out,NO
850,635,94,09/10/1998,Wants to update data,NO
851,6381,65,10/09/1978,Weird noises,NO
852,676,58,08/08/1959,Flat tire,NO
853,4,8,14/04/1990,Brakes are broken,NO
854,5373,25,02/02/1967,Wants to update data,NO
855,8327,51,11/05/1998,Problem with insurance,NO
856,75,39,08/04/1987,Wants to rent a car,NO
857,8,56,06/03/1995,Wants to rent a car,NO
858,8421,87,16/04/1977,Wants to update data,NO
859,129,97,02/03/1975,Broken window,NO
860,584,47,22/09/1978,Battery died,NO
861,71,90,28/06/1990,Wants to update data,NO
862,6,97,27/11/1990,Wants to rent a car,NO
863,50537,65,15/12/1998,Wants to update data,NO
864,2,23,07/06/1961,Brakes are broken,NO
865,87255,95,30/03/1980,Battery died,NO
866,1,67,31/07/1981,Wants to rent a car,NO
867,0,44,23/04/1989,Weird noises,NO
868,843,40,13/03/1996,Weird noises,NO
869,74716,64,29/03/1997,Flat tire,NO
870,19,43,19/06/1973,Wants to rent a car,NO
871,48230,4,10/12/1977,Wants to extend renting period,NO
872,87987,25,11/12/1956,Car died,NO
873,9089,4,17/09/1960,Car died,NO
874,129,96,09/02/1974,Unhappy costumer,NO
875,5,59,13/01/1950,Wants to extend renting period,NO
876,4023,60,05/02/1985,Unhappy costumer,NO
877,79,2,16/11/1983,Complaint about a worker,NO
878,8,73,24/11/1990,Car died,NO
879,427,88,22/12/1998,Car died,NO
880,4783,29,26/12/1961,Brakes are broken,NO
881,8971,50,09/06/1952,Wants to rent a car,NO
882,37279,29,30/01/1959,Wants to extend renting period,NO
883,904,51,28/03/2000,Flat tire,NO
884,5396,17,23/01/1961,Problem with insurance,NO
885,5,42,15/03/1988,Complaint about a worker,NO
886,4664,36,05/08/1956,Weird noises,NO
887,2,66,28/01/1976,Complaint about a worker,NO
888,53691,79,06/11/1954,Weird noises,NO
889,2414,25,08/08/1974,Wants to update data,NO
890,695,52,19/01/1978,Complaint about a worker,NO
891,756,71,06/09/1980,Unhappy costumer,NO
892,52470,9,07/07/1957,Lights are out,NO
893,2,42,12/01/1953,Wants to update data,NO
894,71230,3,23/07/1987,Car died,NO
895,85,22,04/03/1966,Weird noises,NO
896,59882,100,09/06/1961,Battery died,NO
897,223,10,29/10/1987,Lights are out,NO
898,98,39,06/03/1997,Problem with insurance,NO
899,719,14,02/10/1987,Car died,NO
900,53019,11,22/09/1998,Brakes are broken,NO
901,3,60,01/05/1985,Car died,NO
902,46,8,10/05/1972,Flat tire,NO
903,9,31,24/04/1975,Weird noises,NO
904,5,95,27/01/1998,Wants to rent a car,NO
905,56,24,02/10/1958,Problem with insurance,NO
906,7,49,04/10/1951,Flat tire,NO
907,95137,6,17/07/1978,Lights are out,NO
908,61,89,23/09/1955,Weird noises,NO
909,8,65,19/04/1954,Wants to rent a car,NO
910,57686,44,04/06/1989,Wants to update data,NO
911,51451,9,21/05/2000,Brakes are broken,NO
912,1,46,12/09/1967,Complaint about a worker,NO
913,6,13,07/06/1989,Wants to rent a car,NO
914,3,15,09/05/1987,Broken window,NO
915,362,93,01/05/1965,Lights are out,NO
916,516,81,06/09/1997,Flat tire,NO
917,747,75,18/03/1963,Weird noises,NO
918,47986,64,12/07/1971,Weird noises,NO
919,4533,18,03/01/1978,Wants to rent a car,NO
920,49,76,01/02/1951,Flat tire,NO
921,0,5,16/11/1965,Complaint about a worker,NO
922,2,61,26/10/1968,Brakes are broken,NO
923,660,83,03/12/1997,Problem with insurance,NO
924,52104,90,15/07/1968,Car died,NO
925,324,99,08/01/1953,Car died,NO
926,78,46,10/09/2000,Wants to rent a car,NO
927,307,93,27/03/1979,Wants to rent a car,NO
928,7,13,27/12/1977,Car died,NO
929,8,32,20/09/1956,Problem with insurance,NO
930,56203,56,07/04/2000,Wants to extend renting period,NO
931,2392,29,15/09/1950,Lights are out,NO
932,49,51,14/03/1952,Lights are out,NO
933,44318,29,14/12/1960,Battery died,NO
934,769,99,06/11/1995,Problem with insurance,NO
935,39745,14,24/08/1950,Lights are out,NO
936,34743,65,26/10/1974,Lights are out,NO
937,4996,48,09/01/1975,Wants to rent a car,NO
938,9,82,03/10/1988,Broken window,NO
939,80738,16,15/11/1976,Unhappy costumer,NO
940,7365,44,10/08/1981,Wants to rent a car,NO
941,8,27,23/12/1981,Flat tire,NO
942,42655,83,01/05/1999,Weird noises,NO
943,22,17,26/02/1990,Weird noises,NO
944,97776,71,15/06/1952,Wants to extend renting period,NO
945,72107,14,25/10/1992,Brakes are broken,NO
946,840,28,08/01/1964,Wants to rent a car,NO
947,8037,23,11/07/1972,Lights are out,NO
948,5,16,06/08/1995,Brakes are broken,NO
949,895,23,07/12/1988,Unhappy costumer,NO
950,11835,48,18/10/1980,Unhappy costumer,NO
951,7703,30,16/11/1979,Flat tire,NO
952,855,35,17/09/1970,Wants to update data,NO
953,40556,29,11/04/1997,Problem with insurance,NO
954,63763,47,28/04/1959,Car died,NO
955,506,5,18/08/1982,Complaint about a worker,NO
956,67,54,14/10/1965,Broken window,NO
957,9647,82,12/09/1951,Wants to extend renting period,NO
958,9,90,07/05/1997,Brakes are broken,NO
959,255,33,06/01/1953,Complaint about a worker,NO
960,44,85,27/01/1995,Weird noises,NO
961,1267,59,14/03/1979,Battery died,NO
962,8,58,22/11/1967,Brakes are broken,NO
963,302,89,24/06/1961,Weird noises,NO
964,1938,65,19/02/1962,Problem with insurance,NO
965,8,34,19/09/2000,Wants to rent a car,NO
966,2,13,22/02/1983,Battery died,NO
967,2,76,26/09/1989,Lights are out,NO
968,70385,79,10/04/1992,Flat tire,NO
969,226,67,07/05/1980,Problem with insurance,NO
970,46,33,09/04/1996,Wants to extend renting period,NO
971,6,76,07/01/1989,Wants to update data,NO
972,77451,92,14/10/1952,Wants to update data,NO
973,447,49,25/12/1978,Problem with insurance,NO
974,2,2,01/05/1953,Battery died,NO
975,2,56,19/07/1973,Lights are out,NO
976,5,52,21/10/1991,Wants to rent a car,NO
977,3484,100,03/12/1998,Brakes are broken,NO
978,954,59,21/04/1978,Problem with insurance,NO
979,28099,79,02/10/1977,Lights are out,NO
980,75949,53,23/05/1991,Unhappy costumer,NO
981,46198,72,08/06/1969,Car died,NO
982,17,49,12/10/1960,Wants to rent a car,NO
983,8896,20,25/12/1973,Problem with insurance,NO
984,1116,83,20/05/1964,Car died,NO
985,15,65,03/01/1981,Wants to rent a car,NO
986,3681,7,09/12/1972,Broken window,NO
987,88,47,23/09/1965,Flat tire,NO
988,8305,83,20/07/1963,Wants to extend renting period,NO
989,1,14,01/09/1995,Unhappy costumer,NO
990,18257,94,14/12/1958,Battery died,NO
991,0,46,14/08/1991,Brakes are broken,NO
992,60754,45,25/05/1952,Battery died,NO
993,5668,48,27/02/1958,Wants to rent a car,NO
994,256,38,24/08/1987,Broken window,NO
995,5586,74,03/01/1994,Problem with insurance,NO
996,14924,49,26/02/1999,Broken window,NO
997,2,60,03/08/1960,Lights are out,NO
998,9876,43,01/03/1959,Wants to rent a car,NO
999,120,7,30/03/1989,Problem with insurance,NO
1000,34692,74,25/11/1965,Broken window,NO
1001,4,89,01/06/1957,Wants to update data,NO
1002,113,76,24/08/1980,Flat tire,NO
1003,88857,47,27/02/1980,Weird noises,NO
1004,6,9,03/07/1993,Wants to extend renting period,NO
1005,9,25,19/09/1976,Unhappy costumer,NO
1006,83,57,04/05/1969,Problem with insurance,NO
1007,7192,20,26/07/1991,Weird noises,NO
1008,3986,75,16/05/1998,Problem with insurance,NO
1009,2,99,17/10/1991,Problem with insurance,NO
1010,2477,25,28/08/1989,Weird noises,NO
1011,7,30,08/08/1972,Brakes are broken,NO
1012,57347,28,28/02/1970,Brakes are broken,NO
1013,65227,100,29/07/1963,Car died,NO
1014,103,28,10/11/1965,Car died,NO
1015,157,90,30/03/1963,Broken window,NO
1016,28401,11,18/06/1996,Car died,NO
1017,5,82,09/07/1975,Flat tire,NO
1018,9148,84,17/06/1993,Broken window,NO
1019,186,34,26/11/1976,Complaint about a worker,NO
1020,174,55,04/09/1953,Brakes are broken,NO
1021,0,98,12/01/1952,Problem with insurance,NO
1022,94183,6,30/12/1977,Lights are out,NO
1023,82885,56,19/11/1987,Battery died,NO
1024,643,77,25/11/1954,Weird noises,NO
1025,1874,56,01/09/1980,Unhappy costumer,NO
1026,51,58,02/01/1992,Wants to rent a car,NO
1027,1165,5,16/07/1966,Complaint about a worker,NO
1028,10747,65,04/03/1989,Wants to update data,NO
1029,40,94,21/11/1953,Flat tire,NO
1030,6,39,04/09/1977,Flat tire,NO
1031,22,64,08/04/1958,Unhappy costumer,NO
1032,36,93,31/07/1966,Flat tire,NO
1033,4,45,17/06/1989,Unhappy costumer,NO
1034,1,67,18/01/1988,Weird noises,NO
1035,9,64,10/03/1974,Car died,NO
1036,3666,81,21/01/1955,Wants to extend renting period,NO
1037,85,97,01/06/1958,Brakes are broken,NO
